sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8
GOUPIL-11293,GOUPIL-13514,GOUPIL-6927,NA,NA,NA,NA,NA
GOUPIL-6928,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11294,GOUPIL-13515,GOUPIL-17833,GOUPIL-21137,GOUPIL-24520,GOUPIL-6929,NA,NA
GOUPIL-11295,GOUPIL-13516,GOUPIL-17834,GOUPIL-6930,NA,NA,NA,NA
GOUPIL-11296,GOUPIL-13517,GOUPIL-17835,GOUPIL-6931,NA,NA,NA,NA
GOUPIL-6932,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11298,GOUPIL-6933,NA,NA,NA,NA,NA,NA
GOUPIL-6934,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11299,GOUPIL-13519,GOUPIL-6935,NA,NA,NA,NA,NA
GOUPIL-11300,GOUPIL-6936,NA,NA,NA,NA,NA,NA
GOUPIL-11301,GOUPIL-13520,GOUPIL-17836,GOUPIL-6937,NA,NA,NA,NA
GOUPIL-11302,GOUPIL-6938,NA,NA,NA,NA,NA,NA
GOUPIL-11303,GOUPIL-13521,GOUPIL-6939,NA,NA,NA,NA,NA
GOUPIL-11304,GOUPIL-6940,NA,NA,NA,NA,NA,NA
GOUPIL-11305,GOUPIL-13522,GOUPIL-6941,NA,NA,NA,NA,NA
GOUPIL-11306,GOUPIL-6942,NA,NA,NA,NA,NA,NA
GOUPIL-11307,GOUPIL-6943,NA,NA,NA,NA,NA,NA
GOUPIL-11308,GOUPIL-6944,NA,NA,NA,NA,NA,NA
GOUPIL-11309,GOUPIL-13523,GOUPIL-6945,NA,NA,NA,NA,NA
GOUPIL-11310,GOUPIL-13524,GOUPIL-6946,NA,NA,NA,NA,NA
GOUPIL-11311,GOUPIL-13525,GOUPIL-6947,NA,NA,NA,NA,NA
GOUPIL-6948,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11312,GOUPIL-13526,GOUPIL-6949,NA,NA,NA,NA,NA
GOUPIL-11313,GOUPIL-13527,GOUPIL-6950,NA,NA,NA,NA,NA
GOUPIL-11314,GOUPIL-6951,NA,NA,NA,NA,NA,NA
GOUPIL-11315,GOUPIL-13528,GOUPIL-17837,GOUPIL-21138,GOUPIL-6952,NA,NA,NA
GOUPIL-11316,GOUPIL-13529,GOUPIL-6953,NA,NA,NA,NA,NA
GOUPIL-13530,GOUPIL-17838,GOUPIL-21139,GOUPIL-24521,GOUPIL-6954,NA,NA,NA
GOUPIL-11318,GOUPIL-13531,GOUPIL-6955,NA,NA,NA,NA,NA
GOUPIL-6956,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11319,GOUPIL-6957,NA,NA,NA,NA,NA,NA
GOUPIL-11320,GOUPIL-6958,NA,NA,NA,NA,NA,NA
GOUPIL-11321,GOUPIL-13532,GOUPIL-17839,GOUPIL-6959,NA,NA,NA,NA
GOUPIL-6960,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11322,GOUPIL-13533,GOUPIL-17840,GOUPIL-21140,GOUPIL-24522,GOUPIL-6961,NA,NA
GOUPIL-6962,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11323,GOUPIL-13534,GOUPIL-6963,NA,NA,NA,NA,NA
GOUPIL-11324,GOUPIL-6964,NA,NA,NA,NA,NA,NA
GOUPIL-11325,GOUPIL-6965,NA,NA,NA,NA,NA,NA
GOUPIL-11326,GOUPIL-13535,GOUPIL-17841,GOUPIL-21141,GOUPIL-6966,NA,NA,NA
GOUPIL-6967,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11327,GOUPIL-13536,GOUPIL-17842,GOUPIL-6968,NA,NA,NA,NA
GOUPIL-11328,GOUPIL-13537,GOUPIL-6969,NA,NA,NA,NA,NA
GOUPIL-6970,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6971,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11329,GOUPIL-13538,GOUPIL-17843,GOUPIL-6972,NA,NA,NA,NA
GOUPIL-6973,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11330,GOUPIL-6974,NA,NA,NA,NA,NA,NA
GOUPIL-6975,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6976,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6977,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6978,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11331,GOUPIL-6979,NA,NA,NA,NA,NA,NA
GOUPIL-6980,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11332,GOUPIL-6981,NA,NA,NA,NA,NA,NA
GOUPIL-6982,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6983,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6984,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6985,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6986,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6987,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6988,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6989,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6990,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6991,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6992,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6993,NA,NA,NA,NA,NA,NA,NA
GOUPIL-6994,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11334,GOUPIL-6995,NA,NA,NA,NA,NA,NA
GOUPIL-11335,GOUPIL-13539,GOUPIL-6996,NA,NA,NA,NA,NA
GOUPIL-6997,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11336,GOUPIL-13540,GOUPIL-6998,NA,NA,NA,NA,NA
GOUPIL-6999,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7000,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11338,GOUPIL-7001,NA,NA,NA,NA,NA,NA
GOUPIL-11339,GOUPIL-13542,GOUPIL-7002,NA,NA,NA,NA,NA
GOUPIL-7003,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7004,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7005,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11340,GOUPIL-13543,GOUPIL-17845,GOUPIL-7006,NA,NA,NA,NA
GOUPIL-7007,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11341,GOUPIL-13544,GOUPIL-7008,NA,NA,NA,NA,NA
GOUPIL-11342,GOUPIL-13545,GOUPIL-17846,GOUPIL-7009,NA,NA,NA,NA
GOUPIL-11343,GOUPIL-13546,GOUPIL-17847,GOUPIL-21142,GOUPIL-7010,NA,NA,NA
GOUPIL-7011,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7012,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7013,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7014,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7015,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7016,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7017,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7018,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7019,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7020,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7021,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7022,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7023,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7024,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7025,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7026,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7027,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7028,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7029,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7030,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11344,GOUPIL-13547,GOUPIL-17848,GOUPIL-7031,NA,NA,NA,NA
GOUPIL-11345,GOUPIL-13548,GOUPIL-17849,GOUPIL-21143,GOUPIL-7032,NA,NA,NA
GOUPIL-7033,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7034,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11346,GOUPIL-7035,NA,NA,NA,NA,NA,NA
GOUPIL-7036,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11347,GOUPIL-13549,GOUPIL-17850,GOUPIL-21144,GOUPIL-24523,GOUPIL-7037,NA,NA
GOUPIL-11348,GOUPIL-13550,GOUPIL-7038,NA,NA,NA,NA,NA
GOUPIL-11349,GOUPIL-7039,NA,NA,NA,NA,NA,NA
GOUPIL-11350,GOUPIL-13551,GOUPIL-17851,GOUPIL-7040,NA,NA,NA,NA
GOUPIL-11351,GOUPIL-13552,GOUPIL-17852,GOUPIL-7041,NA,NA,NA,NA
GOUPIL-7042,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7043,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11352,GOUPIL-13553,GOUPIL-17853,GOUPIL-7044,NA,NA,NA,NA
GOUPIL-11353,GOUPIL-7045,NA,NA,NA,NA,NA,NA
GOUPIL-11354,GOUPIL-13554,GOUPIL-7046,NA,NA,NA,NA,NA
GOUPIL-7047,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7048,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11355,GOUPIL-13555,GOUPIL-17854,GOUPIL-21145,GOUPIL-24524,GOUPIL-7049,NA,NA
GOUPIL-11356,GOUPIL-13556,GOUPIL-17855,GOUPIL-7050,NA,NA,NA,NA
GOUPIL-11357,GOUPIL-13557,GOUPIL-17856,GOUPIL-7051,NA,NA,NA,NA
GOUPIL-7052,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7053,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11358,GOUPIL-13558,GOUPIL-7054,NA,NA,NA,NA,NA
GOUPIL-11359,GOUPIL-13559,GOUPIL-17857,GOUPIL-21146,GOUPIL-24525,GOUPIL-7055,NA,NA
GOUPIL-11360,GOUPIL-7056,NA,NA,NA,NA,NA,NA
GOUPIL-7057,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7058,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11361,GOUPIL-7059,NA,NA,NA,NA,NA,NA
GOUPIL-11362,GOUPIL-7060,NA,NA,NA,NA,NA,NA
GOUPIL-11363,GOUPIL-13560,GOUPIL-17858,GOUPIL-21147,GOUPIL-7061,NA,NA,NA
GOUPIL-7062,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7063,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11365,GOUPIL-7064,NA,NA,NA,NA,NA,NA
GOUPIL-7065,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7066,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7067,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11366,GOUPIL-7068,NA,NA,NA,NA,NA,NA
GOUPIL-11367,GOUPIL-13561,GOUPIL-7069,NA,NA,NA,NA,NA
GOUPIL-7070,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7071,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11368,GOUPIL-7072,NA,NA,NA,NA,NA,NA
GOUPIL-11369,GOUPIL-7073,NA,NA,NA,NA,NA,NA
GOUPIL-7074,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7075,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7076,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7077,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7078,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7079,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7080,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11370,GOUPIL-13562,GOUPIL-17859,GOUPIL-7081,NA,NA,NA,NA
GOUPIL-11371,GOUPIL-7082,NA,NA,NA,NA,NA,NA
GOUPIL-7083,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7084,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11372,GOUPIL-7085,NA,NA,NA,NA,NA,NA
GOUPIL-11373,GOUPIL-7086,NA,NA,NA,NA,NA,NA
GOUPIL-7087,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7088,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7089,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11375,GOUPIL-7090,NA,NA,NA,NA,NA,NA
GOUPIL-11376,GOUPIL-7091,NA,NA,NA,NA,NA,NA
GOUPIL-7092,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7093,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7094,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7095,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7096,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7097,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7098,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7099,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7101,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7102,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7103,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7104,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7105,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11378,GOUPIL-7106,NA,NA,NA,NA,NA,NA
GOUPIL-7107,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11379,GOUPIL-7108,NA,NA,NA,NA,NA,NA
GOUPIL-11380,GOUPIL-7109,NA,NA,NA,NA,NA,NA
GOUPIL-11381,GOUPIL-7110,NA,NA,NA,NA,NA,NA
GOUPIL-11382,GOUPIL-7111,NA,NA,NA,NA,NA,NA
GOUPIL-11383,GOUPIL-7112,NA,NA,NA,NA,NA,NA
GOUPIL-7113,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7114,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11385,GOUPIL-13564,GOUPIL-7115,NA,NA,NA,NA,NA
GOUPIL-7116,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7117,NA,NA,NA,NA,NA,NA,NA
GOUPIL-11386,GOUPIL-13565,GOUPIL-17860,GOUPIL-7118,NA,NA,NA,NA
GOUPIL-11387,GOUPIL-7119,NA,NA,NA,NA,NA,NA
GOUPIL-7120,GOUPIL-7121,GOUPIL-7370,GOUPIL-7590,NA,NA,NA,NA
GOUPIL-7122,GOUPIL-7123,GOUPIL-7371,GOUPIL-7591,NA,NA,NA,NA
GOUPIL-7124,GOUPIL-7125,GOUPIL-7372,GOUPIL-7592,NA,NA,NA,NA
GOUPIL-7126,GOUPIL-7373,NA,NA,NA,NA,NA,NA
GOUPIL-7127,NA,NA,NA,NA,NA,NA,NA
GOUPIL-16062,GOUPIL-7128,GOUPIL-7374,NA,NA,NA,NA,NA
GOUPIL-14473,GOUPIL-7129,GOUPIL-7130,GOUPIL-7375,NA,NA,NA,NA
GOUPIL-7131,GOUPIL-7132,GOUPIL-7376,NA,NA,NA,NA,NA
GOUPIL-7134,GOUPIL-7135,GOUPIL-7378,GOUPIL-7593,NA,NA,NA,NA
GOUPIL-7136,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7137,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7138,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7139,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7141,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7142,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7143,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7144,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7145,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7146,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7147,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7148,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7149,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7150,NA,NA,NA,NA,NA,NA,NA
GOUPIL-10720,GOUPIL-7151,GOUPIL-7152,GOUPIL-7381,GOUPIL-7594,GOUPIL-9564,NA,NA
GOUPIL-7153,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7154,GOUPIL-7382,NA,NA,NA,NA,NA,NA
GOUPIL-7156,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7157,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7158,NA,NA,NA,NA,NA,NA,NA
GOUPIL-16082,GOUPIL-7162,GOUPIL-7163,NA,NA,NA,NA,NA
GOUPIL-7164,GOUPIL-7165,GOUPIL-7385,GOUPIL-7596,NA,NA,NA,NA
GOUPIL-7166,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7167,GOUPIL-7168,GOUPIL-7386,NA,NA,NA,NA,NA
GOUPIL-7169,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7170,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7171,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7172,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7173,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7174,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7175,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7177,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7178,GOUPIL-7179,GOUPIL-7388,GOUPIL-7597,NA,NA,NA,NA
GOUPIL-7180,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7181,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7182,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7183,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7184,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7185,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7186,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7187,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7188,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7189,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7190,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7191,GOUPIL-7192,GOUPIL-7389,NA,NA,NA,NA,NA
GOUPIL-7193,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7194,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7195,GOUPIL-7196,GOUPIL-7390,GOUPIL-7598,GOUPIL-9565,NA,NA,NA
GOUPIL-7197,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7198,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7200,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7203,GOUPIL-7204,GOUPIL-7391,GOUPIL-7599,NA,NA,NA,NA
GOUPIL-10721,GOUPIL-13174,GOUPIL-7205,GOUPIL-7392,GOUPIL-7600,GOUPIL-9566,NA,NA
GOUPIL-7206,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7207,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7208,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7210,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7211,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7212,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7213,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7214,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7215,GOUPIL-7216,GOUPIL-7393,GOUPIL-7601,NA,NA,NA,NA
GOUPIL-7217,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7218,GOUPIL-7219,GOUPIL-7394,NA,NA,NA,NA,NA
GOUPIL-7220,GOUPIL-7221,GOUPIL-7395,NA,NA,NA,NA,NA
GOUPIL-7222,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7223,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7224,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7225,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7227,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7228,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7229,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7230,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7231,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7232,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7233,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7234,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7237,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7238,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7239,GOUPIL-7397,NA,NA,NA,NA,NA,NA
GOUPIL-7240,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7241,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7242,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7243,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7244,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7245,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7246,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7247,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7248,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7249,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7250,NA,NA,NA,NA,NA,NA,NA
GOUPIL-16124,GOUPIL-7251,GOUPIL-7398,NA,NA,NA,NA,NA
GOUPIL-7252,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7253,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7254,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7255,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7256,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7257,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7258,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7259,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7260,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7261,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7262,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7263,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7264,GOUPIL-7399,NA,NA,NA,NA,NA,NA
GOUPIL-7266,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7267,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7268,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7269,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7270,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7271,GOUPIL-7401,NA,NA,NA,NA,NA,NA
GOUPIL-7272,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7273,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7274,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7275,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7276,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7277,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7278,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7279,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7280,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7281,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7282,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7283,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7284,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7285,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7286,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7288,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7289,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7290,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7291,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7292,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7293,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7294,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7295,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7296,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7297,NA,NA,NA,NA,NA,NA,NA
GOUPIL-10722,GOUPIL-7298,GOUPIL-7299,GOUPIL-7402,GOUPIL-7603,GOUPIL-9567,NA,NA
GOUPIL-7300,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7301,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7302,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7303,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7304,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7305,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7306,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7307,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7308,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7309,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7310,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7311,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7312,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7313,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7314,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7315,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7316,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7317,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7318,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7319,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7320,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7321,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7322,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7323,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7324,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7325,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7326,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7327,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7329,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7330,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7331,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7332,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7333,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7334,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7335,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7336,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7337,GOUPIL-7403,NA,NA,NA,NA,NA,NA
GOUPIL-7338,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7339,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7340,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7341,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7342,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7343,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7344,NA,NA,NA,NA,NA,NA,NA
GOUPIL-10723,GOUPIL-13175,GOUPIL-14474,GOUPIL-7346,GOUPIL-7347,GOUPIL-7404,GOUPIL-9568,NA
GOUPIL-7348,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7349,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7350,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7351,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7352,NA,NA,NA,NA,NA,NA,NA
GOUPIL-14475,GOUPIL-7353,GOUPIL-7354,GOUPIL-7405,NA,NA,NA,NA
GOUPIL-7355,GOUPIL-7356,GOUPIL-7406,NA,NA,NA,NA,NA
GOUPIL-7357,NA,NA,NA,NA,NA,NA,NA
GOUPIL-7358,NA,NA,NA,NA,NA,NA,NA
